@RELATION meteorite_landings_test

@ATTRIBUTE recclass {"Acapulcoite","Acapulcoite/Lodranite","Acapulcoite/lodranite","Achondrite-prim","Achondrite-ung","Angrite","Aubrite","Aubrite-an","Brachinite","C","C1/2-ung","C2","C2-ung","C3-ung","C3.0-ung","C4","C4-ung","C4/5","C5/6-ung","C6","CB","CBa","CBb","CH/CBb","CH3","CI1","CK","CK3","CK3-an","CK4","CK4-an","CK4/5","CK5","CK5/6","CK6","CM","CM-an","CM1","CM1/2","CM2","CO3","CO3.0","CO3.1","CO3.2","CO3.3","CO3.4","CO3.5","CO3.6","CO3.7","CO3.8","CR","CR-an","CR1","CR2","CR2-an","CR7","CV2","CV3","CV3-an","Chondrite-fusion crust","Chondrite-ung","Diogenite","Diogenite-an","Diogenite-olivine","Diogenite-pm","E","E-an","E3","E3-an","E4","E5","E5-an","E6","EH","EH-imp melt","EH3","EH3/4-an","EH4","EH4/5","EH5","EH6","EH6-an","EH7","EH7-an","EL-melt rock","EL3","EL4","EL4/5","EL5","EL6","EL6/7","EL7","Enst achon-ung","Eucrite","Eucrite-Mg rich","Eucrite-an","Eucrite-br","Eucrite-cm","Eucrite-mmict","Eucrite-pmict","Eucrite-unbr","Fusion crust","H","H(5?)","H(?)4","H(L)3","H(L)3-an","H-an","H-imp melt","H-melt breccia","H-melt rock","H-metal","H/L3","H/L3.5","H/L3.6","H/L3.9","H/L4","H/L4-5","H/L5","H/L6","H/L~4","H3 ","H3","H3-4","H3-5","H3-6","H3-an","H3.0","H3.0-3.4","H3.05","H3.1","H3.10","H3.2","H3.2-3.7","H3.2-6","H3.2-an","H3.3","H3.4","H3.4-5","H3.4/3.5","H3.5","H3.5-4","H3.6","H3.6-6","H3.7","H3.7-5","H3.7-6","H3.7/3.8","H3.8","H3.8-4","H3.8-5","H3.8-6","H3.8-an","H3.8/3.9","H3.8/4","H3.9","H3.9-5","H3.9-6","H3.9/4","H3/4","H4 ","H4","H4(?)","H4-5","H4-6","H4-an","H4-melt breccia","H4/5","H4/6","H5 ","H5","H5-6","H5-7","H5-an","H5-melt breccia","H5/6","H6 ","H6","H6-melt breccia","H7","H?","Howardite","Howardite-an","H~4","H~4/5","H~5","H~6","Iron","Iron- IAB complex","Iron- IAB-MG","Iron- IAB-an","Iron- IAB-sHH","Iron- IAB-sHL","Iron- IAB-sHL-an","Iron- IAB-sLH","Iron- IAB-sLL","Iron- IAB-sLM","Iron- IAB-ung","Iron- IAB?","Iron- IC","Iron- IC-an","Iron- IIAB","Iron- IIAB-an","Iron- IIC","Iron- IID","Iron- IID-an","Iron- IIE","Iron- IIE-an","Iron- IIF","Iron- IIG","Iron- IIIAB","Iron- IIIAB-an","Iron- IIIAB?","Iron- IIIE","Iron- IIIE-an","Iron- IIIF","Iron- IVA","Iron- IVA-an","Iron- IVB","Iron- ungrouped","K","K3","L","L(?)3","L(LL)3","L(LL)3.05","L(LL)3.5-3.7","L(LL)5","L(LL)6","L-imp melt","L-melt breccia","L-melt rock","L-metal","L/LL","L/LL(?)3","L/LL3","L/LL3-5","L/LL3-6","L/LL3.10","L/LL3.2","L/LL3.4","L/LL3.6/3.7","L/LL4","L/LL4-6","L/LL4/5","L/LL5","L/LL5-6","L/LL5/6","L/LL6","L/LL6-an","L/LL~4","L/LL~5","L/LL~6","L3","L3-4","L3-5","L3-6","L3-melt breccia","L3.0","L3.0-3.7","L3.0-3.9","L3.00","L3.05","L3.1","L3.10","L3.2","L3.2-3.5","L3.2-3.6","L3.3","L3.3-3.5","L3.3-3.6","L3.3-3.7","L3.4","L3.4-3.7","L3.5","L3.5-3.7","L3.5-3.8","L3.5-3.9","L3.5-5","L3.6","L3.6-4","L3.7","L3.7-3.9","L3.7-4","L3.7-6","L3.7/3.8","L3.8","L3.8-6","L3.8-an","L3.9","L3.9-5","L3.9-6","L3.9/4","L3/4","L4 ","L4","L4-5","L4-6","L4-an","L4-melt breccia","L4/5","L5 ","L5","L5-6","L5-7","L5-melt breccia","L5/6","L6 ","L6","L6-melt breccia","L6/7","L7","LL","LL(L)3","LL-imp melt","LL-melt breccia","LL-melt rock","LL3","LL3-5","LL3-6","LL3.0","LL3.00","LL3.05","LL3.1","LL3.1-3.5","LL3.15","LL3.2","LL3.3","LL3.4","LL3.5","LL3.6","LL3.7","LL3.7-6","LL3.8","LL3.8-4","LL3.8-6","LL3.9","LL3.9/4","LL3/4","LL4","LL4-5","LL4-6","LL4/5","LL5","LL5-6","LL5-7","LL5/6","LL6 ","LL6","LL6(?)","LL6-an","LL6-melt breccia","LL7","LL7(?)","LL~3","LL~5","LL~6","Lodranite","Lodranite-an","Lunar (anorth)","Lunar (bas. breccia)","Lunar (bas/anor)","Lunar (basalt)","Lunar (feldsp. breccia)","Lunar (gabbro)","Lunar (norite)","Lunar","L~3","L~4","L~4-6","L~5","L~6","Martian (OPX)","Martian (basaltic breccia)","Martian (chassignite)","Martian (nakhlite)","Martian (shergottite)","Mesosiderite","Mesosiderite-A","Mesosiderite-A1","Mesosiderite-A2","Mesosiderite-A3","Mesosiderite-A3/4","Mesosiderite-A4","Mesosiderite-B","Mesosiderite-B1","Mesosiderite-B2","Mesosiderite-B4","Mesosiderite-C","Mesosiderite-C2","Mesosiderite-an","Mesosiderite?","OC","Pallasite","Pallasite- PES","Pallasite- PMG","Pallasite- PMG-an","Pallasite- ungrouped","Pallasite?","R","R3","R3-4","R3-5","R3-6","R3.5-4","R3.5-6","R3.6","R3.8","R3.8-5","R3.8-6","R3.9","R4","R5","R6","Relict OC","Relict iron","Stone-uncl","Stone-ung","Ureilite","Ureilite-an","Ureilite-pmict","Winonaite"}
@ATTRIBUTE mass numeric
@ATTRIBUTE fall {Fell,Found}
@ATTRIBUTE yearoflanding DATE yyyy
@ATTRIBUTE class {NE,NW,SE,SW}

@DATA
"H6",13.6,Found,1981,SE
"H6",13.9,Found,1981,SE
"H5",2.9,Found,1981,SE
"H5",11.3,Found,1981,SE
"H5",7.7,Found,1981,SE
"L3.3",40,Found,1981,SE
"H5",12.5,Found,1981,SE
"H4",9.2,Found,1981,SE
"H5",4.6,Found,1981,SE
"H5",25,Found,1981,SE
"H4",4.7,Found,1981,SE
"L6",6.7,Found,1981,SE
"H5",40.9,Found,1981,SE
"H5",26.9,Found,1981,SE
"H5",24.1,Found,1981,SE
"H5",31.6,Found,1981,SE
"H5",41.3,Found,1981,SE
"H5",34.2,Found,1981,SE
"H5",19.9,Found,1981,SE
"L3.5",15,Found,1981,SE
"H5",4.6,Found,1981,SE
"H5",3.8,Found,1981,SE
"H5",3.4,Found,1981,SE
"L6",104.2,Found,1981,SE
"H6",4.9,Found,1981,SE
"H5",10.4,Found,1981,SE
"H6",16.9,Found,1981,SE
"LL3.3",158,Found,1981,SE
"H5",2.1,Found,1981,SE
"H6",10.2,Found,1981,SE
"H6",8.6,Found,1981,SE
"H5",11.5,Found,1981,SE
"H5",28.5,Found,1981,SE
"L6",28.7,Found,1981,SE
"CV3",1.1,Found,1981,SE
"L3.4",9.9,Found,1981,SE
"EL6",124.1,Found,1981,SE
"Acapulcoite",11.8,Found,1981,SE
"L6",55.5,Found,1981,SE
"H5",6,Found,1981,SE
"H5",7.5,Found,1981,SE
"L6",12.3,Found,1981,SE
"H4",26.8,Found,1981,SE
"H6",17.9,Found,1981,SE
"H5",4.7,Found,1981,SE
"H5",3.8,Found,1981,SE
"H6",27.6,Found,1981,SE
"L3",22.9,Found,1981,SE
"H6",42.8,Found,1981,SE
"H5",18.5,Found,1981,SE
"H5",11.1,Found,1981,SE
"H5",42.3,Found,1981,SE
"H5",6.6,Found,1981,SE
"L6",1.1,Found,1981,SE
"H4",27.1,Found,1981,SE
"L3",54.9,Found,1981,SE
"H5",45.6,Found,1981,SE
"L6",31.1,Found,1981,SE
"H5",0.6,Found,1981,SE
"H5",9.9,Found,1981,SE
"LL6",20,Found,1981,SE
"H5",27.9,Found,1981,SE
"H5",77.6,Found,1981,SE
"H6",19.8,Found,1981,SE
"L6",4.2,Found,1981,SE
"H4",1.5,Found,1981,SE
"H6",3.9,Found,1981,SE
"L3",12.9,Found,1981,SE
"H5",2,Found,1981,SE
"H5",8.6,Found,1981,SE
"H5",105.1,Found,1981,SE
"H5",12.7,Found,1981,SE
"H5",20.1,Found,1981,SE
"H6",16.2,Found,1981,SE
"L3",0.5,Found,1981,SE
"H5",10.3,Found,1981,SE
"H5",12.5,Found,1981,SE
"H5",4.2,Found,1981,SE
"H6",3.7,Found,1981,SE
"L6",42.1,Found,1981,SE
"H5",1.1,Found,1981,SE
"H5",7.1,Found,1981,SE
"L6",56.9,Found,1981,SE
"H5",18.7,Found,1981,SE
"H4",0.6,Found,1981,SE
"H6",0.7,Found,1981,SE
"L6",0.9,Found,1981,SE
"CM2",0.7,Found,1981,SE
"Eucrite-pmict",0.5,Found,1981,SE
"H5",2.9,Found,1981,SE
"Acapulcoite",2.5,Found,1981,SE
"LL4",0.7,Found,1981,SE
"H6",0.4,Found,1981,SE
"H4",1407,Found,1923,NW
"L4",6570,Found,1978,NW
"L5",3180,Found,1949,NW
"H5",8000,Found,1992,NW
"Iron- IID",4000,Found,1905,NE
"Iron- IVA",21500,Found,1932,NW
"Iron- IVA",17500,Found,1976,NW
"H4-5",239,Found,1991,NE
"L6",4532,Found,1934,NW
"Iron",1.2,Found,1905,NW
"L6",8500,Found,1947,NW
"L6",26.6,Found,1905,NE
"Iron- IIIAB",14800,Found,1916,NW
"Iron- IAB-sLL",13500,Found,1916,NW
"Iron- IAB-sLM",1108,Found,1961,NW
"Lunar",5.92,Found,2006,NW
"L6",3900,Found,1972,NW
"Iron",11090,Found,1970,SE
"H4",754,Found,2012,NW
"H5",20000,Found,1919,NW
"L6",347.36,Found,2011,NW
"H4",41800,Found,1965,NW
"Iron- IIAB",100000,Found,1981,NE
"Eucrite-mmict",195,Found,2000,NW
"L6",6.1,Found,1938,NW
"Iron- IIIAB",85000,Found,1905,NW
"Iron- IIIAB",54600,Found,1969,NE
"L5",19083,Found,1940,NW
"L5",4460,Found,2001,NE
"L/LL5",132000,Found,1973,NE
"LL6",19400,Found,1937,NW
"CV3",985.8,Found,1972,NW
"L5",534,Found,2001,NW
"LL3.7",114.3,Found,1999,NE
"Pallasite- PMG-an",84,Found,1940,NW
"Iron- IC",683000,Found,1905,NW
"Eucrite-mmict",30.1,Found,1999,NW
"Iron- IIE-an",8940,Found,1905,NW
"H5",20.1,Found,2002,NE
"Iron- IID-an",18100,Found,1908,SE
"Iron- IIIE",28000000,Found,1905,NE
"L5",9200,Found,1967,NW
"H6",5300,Found,1960,SE
"Iron",462,Found,1955,NE
"L5",31100,Found,1936,NW
"L6",20810,Found,1914,SE
"H5",1530,Found,1999,SE
"Iron- IIIAB",800,Found,1905,NW
"Iron- IAB-MG",27000,Found,1901,NW
"H5",55400,Found,1969,NW
"L4",935,Found,1961,NE
"H3.9-5",219,Found,1990,NE
"H4",14566,Found,2008,NE
"L5/6",11953,Found,2008,NE
"H4",2900,Found,2008,NE
"L6",15750,Found,2008,NE
"H4",335,Found,2010,NE
"L5",2700,Found,1905,NE
"Iron- IVA-an",4400,Found,2002,NE
"L5",5855,Found,1960,NE
"H6",46.42,Found,1986,SE
"L4",1595,Found,1986,SE
"H4",565.61,Found,1986,SE
"L4",1.76,Found,1987,SE
"L4",1071.86,Found,1987,SE
"L6",2066.83,Found,1987,SE
"H5",20.75,Found,1987,SE
"H4",26.23,Found,1987,SE
"H4",35.02,Found,1987,SE
"H4",28.71,Found,1987,SE
"H4",31.08,Found,1987,SE
"H4",17.52,Found,1987,SE
"H4",53.52,Found,1987,SE
"H4",21.14,Found,1987,SE
"L4",5443.51,Found,1987,SE
"Ureilite",15.21,Found,1987,SE
"L4",19064.5,Found,1987,SE
"L4",85.94,Found,1987,SE
"L6",91.74,Found,1987,SE
"H5",35.6,Found,1987,SE
"L6",29.61,Found,1987,SE
"H5",10.88,Found,1987,SE
"L4",847.07,Found,1987,SE
"L6",71.87,Found,1987,SE
"L6",53.25,Found,1987,SE
"H4",31.8,Found,1987,SE
"H5",22.95,Found,1987,SE
"L6",15.01,Found,1987,SE
"L6",69.63,Found,1987,SE
"L6",17.27,Found,1987,SE
"L6",24.09,Found,1987,SE
"L6",56.47,Found,1987,SE
"L6",13.57,Found,1987,SE
"L6",13.9,Found,1987,SE
"L6",11.23,Found,1987,SE
"L6",16.82,Found,1987,SE
"L3",10.75,Found,1987,SE
"L6",417.07,Found,1987,SE
"L6",18.69,Found,1987,SE
"L6",17.38,Found,1987,SE
"H4",86.71,Found,1987,SE
"L6",253.65,Found,1987,SE
"Mesosiderite",35.19,Found,1987,SE
"L6",311.57,Found,1987,SE
"L6",76.73,Found,1987,SE
"L6",74.9,Found,1987,SE
"H6",1.36,Found,1987,SE
"L6",32.31,Found,1987,SE
"H4",350.91,Found,1987,SE
"L5",39.19,Found,1987,SE
"Eucrite",15.9,Found,1987,SE
"H5",12.22,Found,1987,SE
"H3",61.5,Found,1987,SE
"CK6",19.12,Found,1987,SE
"H6",909.55,Found,1987,SE
"H3",20.23,Found,1987,SE
"H6",19.31,Found,1987,SE
"LL6",156.82,Found,1987,SE
"H3",66.85,Found,1987,SE
"H4",98.26,Found,1987,SE
"L6",29.69,Found,1987,SE
"L6",56.16,Found,1987,SE
"L3",27.99,Found,1987,SE
"H4",29.46,Found,1987,SE
"L6",94.56,Found,1987,SE
"Diogenite",118.72,Found,1987,SE
"Diogenite",205.39,Found,1987,SE
"L6",229.74,Found,1987,SE
"L4",119.32,Found,1987,SE
"H4",33.19,Found,1987,SE
"H4",28.99,Found,1987,SE
"L3",142.51,Found,1987,SE
"L3",115.39,Found,1987,SE
"L3",148.19,Found,1987,SE
"H4",71.76,Found,1987,SE
"H5",20.3,Found,1987,SE
"H5",42.66,Found,1987,SE
"H5",35.58,Found,1987,SE
"H5",106.46,Found,1987,SE
"L4",37.89,Found,1987,SE
"L6",49.13,Found,1987,SE
"H5",58.59,Found,1987,SE
"L5",568.92,Found,1987,SE
"L3",262.4,Found,1987,SE
"L3",246.66,Found,1987,SE
"L3",29.44,Found,1987,SE
"L5",377.67,Found,1987,SE
"L3",98.42,Found,1987,SE
"H4",45.52,Found,1987,SE
"H5",50.22,Found,1987,SE
"L6",285.83,Found,1987,SE
"H4",43.57,Found,1987,SE
"H5",79.34,Found,1987,SE
"H4",93.75,Found,1987,SE
"H6",32.69,Found,1987,SE
"H5",241.93,Found,1987,SE
"LL6",72.77,Found,1987,SE
"L3",133.04,Found,1987,SE
"H5",60.7,Found,1987,SE
"H4",11.16,Found,1987,SE
"H5",55,Found,1987,SE
"LL3",13.84,Found,1987,SE
"H6",48.86,Found,1987,SE
"H4",29.67,Found,1987,SE
"H5",31.85,Found,1987,SE
"H5",30.01,Found,1987,SE
"H5",57.29,Found,1987,SE
"LL6",35.24,Found,1987,SE
"H4",54.41,Found,1987,SE
"H4",67.44,Found,1987,SE
"H5",87.43,Found,1987,SE
"LL4",26.26,Found,1987,SE
"H5",73.1,Found,1987,SE
"L6",168.06,Found,1987,SE
"H4",124.99,Found,1987,SE
"H4",34.36,Found,1987,SE
"L3",77.76,Found,1987,SE
"L3",449.09,Found,1987,SE
"L6",138.74,Found,1987,SE
"H5",54.85,Found,1987,SE
"H4",27.73,Found,1987,SE
"H4",55.41,Found,1987,SE
"H4",33.9,Found,1987,SE
"H4",55.48,Found,1987,SE
"H5",37.65,Found,1987,SE
"H5",16.89,Found,1987,SE
"L6",43.16,Found,1987,SE
"H4",73.44,Found,1987,SE
"H4",29.45,Found,1987,SE
"H6",15.78,Found,1987,SE
"H5",139.2,Found,1987,SE
"H5",54.08,Found,1987,SE
"H3.7",65.93,Found,1987,SE
"L6",63,Found,1987,SE
"H6",18.12,Found,1987,SE
"H4",68.03,Found,1987,SE
"L3",162.89,Found,1987,SE
"L3",63.28,Found,1987,SE
"L3",224.45,Found,1987,SE
"L6",12.05,Found,1987,SE
"L6",97.09,Found,1987,SE
"LL3.8",51.62,Found,1987,SE
"H4",134.19,Found,1987,SE
"H5",30.09,Found,1987,SE
"L6",93.46,Found,1987,SE
"H6",28.53,Found,1987,SE
"H4",451.34,Found,1987,SE
"H4",569.95,Found,1987,SE
"H4",151.9,Found,1987,SE
"H4",29.68,Found,1987,SE
"L6",797.69,Found,1987,SE
"H5",618.53,Found,1987,SE
"L6",428.66,Found,1987,SE
"H6",115.03,Found,1987,SE
"L6",97.65,Found,1987,SE
"L6",288.38,Found,1987,SE
"L3",14.16,Found,1987,SE
"LL3.6",181.2,Found,1987,SE
"LL6",46000,Found,1987,SE
"H6",21.33,Found,1987,SE
"H6",20.53,Found,1987,SE
"L6",28.27,Found,1987,SE
"L6",120.56,Found,1987,SE
"LL3",17.91,Found,1987,SE
"L6",770.11,Found,1987,SE
"LL3",20.17,Found,1987,SE
"H6",68.97,Found,1987,SE
"H5",221.43,Found,1987,SE
"L3",18.24,Found,1987,SE
"L6",28.65,Found,1987,SE
"H6",10.24,Found,1987,SE
"L6",25.7,Found,1987,SE
"L6",16.44,Found,1987,SE
"Eucrite-mmict",5706,Found,1987,SE
"H3.6",244.45,Found,1987,SE
"H5",572.32,Found,1987,SE
"H3.7",250.02,Found,1987,SE
"H3.7",176,Found,1987,SE
"H5",88.22,Found,1987,SE
"H4",34.68,Found,1987,SE
"H4",52.61,Found,1987,SE
"H3.6",123.35,Found,1987,SE
"H5",34.33,Found,1987,SE
"H3.6",61.25,Found,1987,SE
"H3",47.1,Found,1987,SE
"H4",21.26,Found,1987,SE
"H3",46.79,Found,1987,SE
"H5",20.64,Found,1987,SE
"H5",154.59,Found,1987,SE
"H5",11.85,Found,1987,SE
"H3",17.64,Found,1987,SE
"H3",14.79,Found,1987,SE
"H3",27.87,Found,1987,SE
"H4",59.37,Found,1987,SE
"H5",6060,Found,1987,SE
"L6",189.36,Found,1987,SE
"H4",13.6,Found,1987,SE
"H4",101.42,Found,1987,SE
"L4",509.58,Found,1987,SE
"L6",32.56,Found,1987,SE
"H4",19.71,Found,1987,SE
"H6",24.98,Found,1987,SE
"H6",211.13,Found,1987,SE
"L3",172.2,Found,1987,SE
"L3.1",650.84,Found,1987,SE
"H5",381.64,Found,1987,SE
"L6",114.88,Found,1987,SE
"H5",65.38,Found,1987,SE
"H5",169.33,Found,1987,SE
"H3",24.58,Found,1987,SE
"H5",270.36,Found,1987,SE
"H5",150.84,Found,1987,SE
"L6",88.9,Found,1987,SE
"H4",544.26,Found,1987,SE
"H4",203.2,Found,1987,SE
"H4",467.39,Found,1987,SE
"H5",914.24,Found,1987,SE
"H4",483.25,Found,1987,SE
"H4",187.2,Found,1987,SE
"H4",637.91,Found,1987,SE
"H4",38.72,Found,1987,SE
"H4",386.8,Found,1987,SE
"L5",2642,Found,1987,SE
"H4",524.72,Found,1987,SE
"H4",1103.15,Found,1987,SE
"H4",127.46,Found,1987,SE
"H4",514.79,Found,1987,SE
"H4",417.49,Found,1987,SE
"CV3",22.18,Found,1987,SE
"H4",73.78,Found,1987,SE
"CO3.3",132.11,Found,1987,SE
"L6",19.59,Found,1987,SE
"H5",19.36,Found,1987,SE
"H5",1268.84,Found,1987,SE
"L6",14.34,Found,1988,SE
"L6",10.86,Found,1988,SE
"L6",11.29,Found,1988,SE
"H5",61.4,Found,1988,SE
"H5",37.98,Found,1988,SE
"H5",43.31,Found,1988,SE
"H5",100.55,Found,1988,SE
"H5",57.45,Found,1988,SE
"H5",25.67,Found,1988,SE
"H5",54.97,Found,1988,SE
"H4",28.71,Found,1988,SE
"H4",91.36,Found,1988,SE
"H5",24.19,Found,1988,SE
"H6",79.2,Found,1988,SE
"H5",19.15,Found,1988,SE
"H4",62.11,Found,1988,SE
"H3.9",190.86,Found,1988,SE
"H5",11.94,Found,1988,SE
"H5",496.51,Found,1988,SE
"H6",74.39,Found,1988,SE
"L6",35.48,Found,1988,SE
"H4",16.07,Found,1988,SE
"H3.7",99.57,Found,1988,SE
"Eucrite-pmict",48.63,Found,1988,SE
"H4",59.48,Found,1988,SE
"H5",12.66,Found,1988,SE
"H3.8",91.68,Found,1988,SE
"L6",47.26,Found,1988,SE
"H6",23.58,Found,1988,SE
"H6",30.6,Found,1988,SE
"H4",10.63,Found,1988,SE
"H3",11.72,Found,1988,SE
"LL6",16.61,Found,1988,SE
"H4",553.61,Found,1988,SE
"H5",41.25,Found,1988,SE
"H5",14.74,Found,1988,SE
"H4",149.15,Found,1988,SE
"H4",107.84,Found,1988,SE
"H4",99.31,Found,1988,SE
"H4",88.68,Found,1988,SE
"L6",7.18,Found,1988,SE
"H3.7",154.23,Found,1988,SE
"H4",36.49,Found,1988,SE
"H4",99.38,Found,1988,SE
"H4",40.1,Found,1988,SE
"H4",53.14,Found,1988,SE
"H4",41.01,Found,1988,SE
"H4",65.98,Found,1988,SE
"Diogenite",29.35,Found,1988,SE
"H4",16.8,Found,1988,SE
"H4",21.16,Found,1988,SE
"H4",30.21,Found,1988,SE
"H4",133.17,Found,1988,SE
"H4",34.57,Found,1988,SE
"L6",83.42,Found,1988,SE
"L6",11.5,Found,1988,SE
"H4",128.91,Found,1988,SE
"H5",27.64,Found,1988,SE
"LL6",20.35,Found,1988,SE
"H6",18.96,Found,1988,SE
"H5",33.78,Found,1988,SE
"L4",17.84,Found,1988,SE
"L6",38.32,Found,1988,SE
"H4",14.1,Found,1988,SE
"L6",20.42,Found,1988,SE
"LL4",20.35,Found,1988,SE
"H4",19.93,Found,1988,SE
"H6",18,Found,1988,SE
"H5",18.9,Found,1988,SE
"H4",385.28,Found,1988,SE
"H3.6",112.96,Found,1988,SE
"H4",38.78,Found,1988,SE
"H3.9",60.26,Found,1988,SE
"H5",42.37,Found,1988,SE
"H5",22.5,Found,1988,SE
"L6",19.56,Found,1988,SE
"CK4",28.77,Found,1988,SE
"H5",36.63,Found,1988,SE
"H4",10.37,Found,1988,SE
"H3",138.69,Found,1988,SE
"H3",12.96,Found,1988,SE
"H4",327.5,Found,1988,SE
"H4",44.31,Found,1988,SE
"Eucrite",10.52,Found,1988,SE
"H5",11.88,Found,1988,SE
"H5",51.64,Found,1988,SE
"L3.4",33.2,Found,1988,SE
"H3.7",15.22,Found,1988,SE
"H3.6",14.67,Found,1988,SE
"H3.7",59.58,Found,1988,SE
"L6",111.85,Found,1988,SE
"H3.4",16.24,Found,1988,SE
"H5",1909.25,Found,1988,SE
"H6",41.42,Found,1988,SE
"CK5",30.18,Found,1988,SE
"H5",44.29,Found,1988,SE
"H5",113.2,Found,1988,SE
"H5",16.58,Found,1988,SE
"H3.8",78.24,Found,1988,SE
"H6",48.72,Found,1988,SE
"L6",11.06,Found,1988,SE
"H4",13.01,Found,1988,SE
"H3.8",239.61,Found,1988,SE
"H4",24.09,Found,1988,SE
"H6",10.07,Found,1988,SE
"L6",13.9,Found,1988,SE
"H3.4",16.73,Found,1988,SE
"H4",44.19,Found,1988,SE
"H4",442.46,Found,1988,SE
"LL6",16.85,Found,1988,SE
"H4",47.19,Found,1988,SE
"L6",40.75,Found,1988,SE
"H4",22.1,Found,1988,SE
"H5",29.84,Found,1988,SE
"H4",37.14,Found,1988,SE
"H5",37.26,Found,1988,SE
"H4",154.38,Found,1988,SE
"H3",74.1,Found,1988,SE
"H3.8",239.71,Found,1988,SE
"LL6",246.41,Found,1988,SE
"H6",23.49,Found,1988,SE
"H6",16.66,Found,1988,SE
"H6",72.01,Found,1988,SE
"L4",36.29,Found,1988,SE
"H5",10.36,Found,1988,SE
"H4",11.9,Found,1988,SE
"H5",62.37,Found,1988,SE
"H4",90.28,Found,1988,SE
"H5",80.85,Found,1988,SE
"H5",69.42,Found,1988,SE
"H5",68.42,Found,1988,SE
"Eucrite-mmict",65.44,Found,1988,SE
"H4",155.3,Found,1988,SE
"H5",54.73,Found,1988,SE
"H4",38.36,Found,1988,SE
"H4",60.09,Found,1988,SE
"H4",25.24,Found,1988,SE
"H4",44.01,Found,1988,SE
"H5",44.63,Found,1988,SE
"L6",47.67,Found,1988,SE
"H6",1166.03,Found,1988,SE
"H6",35.32,Found,1988,SE
"L6",69.57,Found,1988,SE
"H5",55.16,Found,1988,SE
"L3.7",12.21,Found,1988,SE
"LL6",30.76,Found,1988,SE
"H5",153.78,Found,1988,SE
"H5",105.15,Found,1988,SE
"H5",53.41,Found,1988,SE
"H5",92.48,Found,1988,SE
"LL5",85.55,Found,1988,SE
"H4",81.85,Found,1988,SE
"H4",58.28,Found,1988,SE
"Ureilite",44.23,Found,1988,SE
"Diogenite",52.73,Found,1988,SE
"H4",47.05,Found,1988,SE
"H3.8",220.13,Found,1988,SE
"H4",61.55,Found,1988,SE
"H4",40.61,Found,1988,SE
"H4",27.03,Found,1988,SE
"H6",28.75,Found,1988,SE
"H3.6",67.01,Found,1988,SE
"H4",27.98,Found,1988,SE
"LL3.8",27.92,Found,1988,SE
"H5",43.15,Found,1988,SE
"H5",43.29,Found,1988,SE
"H4",25.59,Found,1988,SE
"H4",21.85,Found,1988,SE
"H4",51.53,Found,1988,SE
"H4",13.47,Found,1988,SE
"H5",51.98,Found,1988,SE
"H6",28.19,Found,1988,SE
"H5",34.55,Found,1988,SE
"H4",48.57,Found,1988,SE
"H4",48.31,Found,1988,SE
"H4",52.71,Found,1988,SE
"H4",121.66,Found,1988,SE
"H4-6",54.1,Found,1988,SE
"H4",40.39,Found,1988,SE
"H5",36.75,Found,1988,SE
"H5",16.94,Found,1988,SE
"H4",34.72,Found,1988,SE
"H5",79.34,Found,1988,SE
"L6",40.53,Found,1988,SE
"L6",118.34,Found,1988,SE
"H5",36.59,Found,1988,SE
"H6",37.57,Found,1988,SE
"H5",18.52,Found,1988,SE
"L3.7",19.55,Found,1988,SE
"H4",12.57,Found,1988,SE
"H5",35.8,Found,1988,SE
"H4-6",14.73,Found,1988,SE
"LL6",49.9,Found,1988,SE
"H5",294.85,Found,1988,SE
"H5",27.29,Found,1988,SE
"H4",126.69,Found,1988,SE
"H5",37.56,Found,1988,SE
"H5",83.18,Found,1988,SE
"H5",279.34,Found,1988,SE
"LL3.8",29.32,Found,1988,SE
"H5",21.32,Found,1988,SE
"CV3",58.48,Found,1988,SE
"L5",53.12,Found,1988,SE
"H4",19.81,Found,1988,SE
"L5",124.34,Found,1988,SE
"H5",131.6,Found,1988,SE
"H3.7",60.92,Found,1988,SE
"H4",86.63,Found,1988,SE
"H5",27.49,Found,1988,SE
"L6",15.6,Found,1988,SE
"H7",48.53,Found,1988,SE
"LL6",44.71,Found,1988,SE
"H5",33.62,Found,1988,SE
"H4",19.51,Found,1988,SE
"H4",74.41,Found,1988,SE
"CO3",31.97,Found,1988,SE
"LL6",56.75,Found,1988,SE
"H4",40.91,Found,1988,SE
"H",140.65,Found,1988,SE
"H6",133.84,Found,1988,SE
"H5",81.74,Found,1988,SE
"H4",118.61,Found,1988,SE
"L6",389.21,Found,1988,SE
"L4",90.72,Found,1988,SE
"H4",40.77,Found,1988,SE
"H5",29.25,Found,1988,SE
"H4",20.55,Found,1988,SE
"H5",35.91,Found,1988,SE
"H3.7",19.3,Found,1988,SE
"H4",56.65,Found,1988,SE
"H4",25.41,Found,1988,SE
"H5",24.84,Found,1988,SE
"H5",38.6,Found,1988,SE
"H6",3.34,Found,1988,SE
"H3.8",114.34,Found,1988,SE
"L3.6",71.69,Found,1988,SE
"H5",52.58,Found,1988,SE
"H4",35.84,Found,1988,SE
"H4",96.7,Found,1988,SE
"H6",17.74,Found,1988,SE
"H4",40.24,Found,1988,SE
"H5",30.82,Found,1988,SE
"H4",10.24,Found,1988,SE
"H4",109.62,Found,1988,SE
"H4",21.59,Found,1988,SE
"H4",58.26,Found,1988,SE
"LL6",19.44,Found,1988,SE
"H4",53,Found,1988,SE
"H4",83.89,Found,1988,SE
