@RELATION meteorite_landings

@ATTRIBUTE recclass {"Acapulcoite","Acapulcoite/Lodranite","Acapulcoite/lodranite","Achondrite-prim","Achondrite-ung","Angrite","Aubrite","Aubrite-an","Brachinite","C","C1/2-ung","C2","C2-ung","C3-ung","C3.0-ung","C4","C4-ung","C4/5","C5/6-ung","C6","CB","CBa","CBb","CH/CBb","CH3","CI1","CK","CK3","CK3-an","CK4","CK4-an","CK4/5","CK5","CK5/6","CK6","CM","CM-an","CM1","CM1/2","CM2","CO3","CO3.0","CO3.1","CO3.2","CO3.3","CO3.4","CO3.5","CO3.6","CO3.7","CO3.8","CR","CR-an","CR1","CR2","CR2-an","CR7","CV2","CV3","CV3-an","Chondrite-fusion crust","Chondrite-ung","Diogenite","Diogenite-an","Diogenite-olivine","Diogenite-pm","E","E-an","E3","E3-an","E4","E5","E5-an","E6","EH","EH-imp melt","EH3","EH3/4-an","EH4","EH4/5","EH5","EH6","EH6-an","EH7","EH7-an","EL-melt rock","EL3","EL4","EL4/5","EL5","EL6","EL6/7","EL7","Enst achon-ung","Eucrite","Eucrite-Mg rich","Eucrite-an","Eucrite-br","Eucrite-cm","Eucrite-mmict","Eucrite-pmict","Eucrite-unbr","Fusion crust","H","H(5?)","H(?)4","H(L)3","H(L)3-an","H-an","H-imp melt","H-melt breccia","H-melt rock","H-metal","H/L3","H/L3.5","H/L3.6","H/L3.9","H/L4","H/L4-5","H/L5","H/L6","H/L~4","H3 ","H3","H3-4","H3-5","H3-6","H3-an","H3.0","H3.0-3.4","H3.05","H3.1","H3.10","H3.2","H3.2-3.7","H3.2-6","H3.2-an","H3.3","H3.4","H3.4-5","H3.4/3.5","H3.5","H3.5-4","H3.6","H3.6-6","H3.7","H3.7-5","H3.7-6","H3.7/3.8","H3.8","H3.8-4","H3.8-5","H3.8-6","H3.8-an","H3.8/3.9","H3.8/4","H3.9","H3.9-5","H3.9-6","H3.9/4","H3/4","H4 ","H4","H4(?)","H4-5","H4-6","H4-an","H4-melt breccia","H4/5","H4/6","H5 ","H5","H5-6","H5-7","H5-an","H5-melt breccia","H5/6","H6 ","H6","H6-melt breccia","H7","H?","Howardite","Howardite-an","H~4","H~4/5","H~5","H~6","Iron","Iron- IAB complex","Iron- IAB-MG","Iron- IAB-an","Iron- IAB-sHH","Iron- IAB-sHL","Iron- IAB-sHL-an","Iron- IAB-sLH","Iron- IAB-sLL","Iron- IAB-sLM","Iron- IAB-ung","Iron- IAB?","Iron- IC","Iron- IC-an","Iron- IIAB","Iron- IIAB-an","Iron- IIC","Iron- IID","Iron- IID-an","Iron- IIE","Iron- IIE-an","Iron- IIF","Iron- IIG","Iron- IIIAB","Iron- IIIAB-an","Iron- IIIAB?","Iron- IIIE","Iron- IIIE-an","Iron- IIIF","Iron- IVA","Iron- IVA-an","Iron- IVB","Iron- ungrouped","K","K3","L","L(?)3","L(LL)3","L(LL)3.05","L(LL)3.5-3.7","L(LL)5","L(LL)6","L-imp melt","L-melt breccia","L-melt rock","L-metal","L/LL","L/LL(?)3","L/LL3","L/LL3-5","L/LL3-6","L/LL3.10","L/LL3.2","L/LL3.4","L/LL3.6/3.7","L/LL4","L/LL4-6","L/LL4/5","L/LL5","L/LL5-6","L/LL5/6","L/LL6","L/LL6-an","L/LL~4","L/LL~5","L/LL~6","L3","L3-4","L3-5","L3-6","L3-melt breccia","L3.0","L3.0-3.7","L3.0-3.9","L3.00","L3.05","L3.1","L3.10","L3.2","L3.2-3.5","L3.2-3.6","L3.3","L3.3-3.5","L3.3-3.6","L3.3-3.7","L3.4","L3.4-3.7","L3.5","L3.5-3.7","L3.5-3.8","L3.5-3.9","L3.5-5","L3.6","L3.6-4","L3.7","L3.7-3.9","L3.7-4","L3.7-6","L3.7/3.8","L3.8","L3.8-6","L3.8-an","L3.9","L3.9-5","L3.9-6","L3.9/4","L3/4","L4 ","L4","L4-5","L4-6","L4-an","L4-melt breccia","L4/5","L5 ","L5","L5-6","L5-7","L5-melt breccia","L5/6","L6 ","L6","L6-melt breccia","L6/7","L7","LL","LL(L)3","LL-imp melt","LL-melt breccia","LL-melt rock","LL3","LL3-5","LL3-6","LL3.0","LL3.00","LL3.05","LL3.1","LL3.1-3.5","LL3.15","LL3.2","LL3.3","LL3.4","LL3.5","LL3.6","LL3.7","LL3.7-6","LL3.8","LL3.8-4","LL3.8-6","LL3.9","LL3.9/4","LL3/4","LL4","LL4-5","LL4-6","LL4/5","LL5","LL5-6","LL5-7","LL5/6","LL6 ","LL6","LL6(?)","LL6-an","LL6-melt breccia","LL7","LL7(?)","LL~3","LL~5","LL~6","Lodranite","Lodranite-an","Lunar (anorth)","Lunar (bas. breccia)","Lunar (bas/anor)","Lunar (basalt)","Lunar (feldsp. breccia)","Lunar (gabbro)","Lunar (norite)","Lunar","L~3","L~4","L~4-6","L~5","L~6","Martian (OPX)","Martian (basaltic breccia)","Martian (chassignite)","Martian (nakhlite)","Martian (shergottite)","Mesosiderite","Mesosiderite-A","Mesosiderite-A1","Mesosiderite-A2","Mesosiderite-A3","Mesosiderite-A3/4","Mesosiderite-A4","Mesosiderite-B","Mesosiderite-B1","Mesosiderite-B2","Mesosiderite-B4","Mesosiderite-C","Mesosiderite-C2","Mesosiderite-an","Mesosiderite?","OC","Pallasite","Pallasite- PES","Pallasite- PMG","Pallasite- PMG-an","Pallasite- ungrouped","Pallasite?","R","R3","R3-4","R3-5","R3-6","R3.5-4","R3.5-6","R3.6","R3.8","R3.8-5","R3.8-6","R3.9","R4","R5","R6","Relict OC","Relict iron","Stone-uncl","Stone-ung","Ureilite","Ureilite-an","Ureilite-pmict","Winonaite"}
@ATTRIBUTE mass numeric
@ATTRIBUTE fall {Fell,Found}
@ATTRIBUTE yearoflanding numeric
@ATTRIBUTE class {NE,NW,SE,SW}

@DATA
"L5",1.6,Found,1987,SE
"L6",22.5,Found,1990,SE
"L6",67.5,Found,1987,SE
"H5",54,Found,1987,SE
"L6",55.8,Found,1987,SE
"L6",5.8,Found,1987,SE
"L6",48.1,Found,1987,SE
"H5",32,Found,1987,SE
"L6",3,Found,1987,SE
"H5",10.9,Found,1987,SE
"L6",27.9,Found,1987,SE
"L5",44.3,Found,1987,SE
"L6",23.4,Found,1987,SE
"H5",10.5,Found,1987,SE
"L6",59.1,Found,1987,SE
"H5",58.6,Found,1987,SE
"L6",54,Found,1987,SE
"L6",39.2,Found,1987,SE
"H6",1.4,Found,1987,SE
"H6",11.3,Found,1987,SE
"L6",23.4,Found,1987,SE
"H5",118.5,Found,1987,SE
"L6",10.7,Found,1987,SE
"L6",79,Found,1987,SE
"L6",9,Found,1987,SE
"H5",46.3,Found,1987,SE
"L6",43.6,Found,1987,SE
"L6",65.3,Found,1987,SE
"L6",43.7,Found,1987,SE
"L6",8.1,Found,1987,SE
"L6",26.8,Found,1987,SE
"L6",2.3,Found,1987,SE
"L6",16.8,Found,1987,SE
"L6",69.2,Found,1987,SE
"L6",32.2,Found,1987,SE
"L5",110,Found,1987,SE
"L6",14.4,Found,1987,SE
"CR2",5.7,Found,1987,SE
"H5",35.4,Found,1987,SE
"H6",3.5,Found,1987,SE
"L6",4.8,Found,1987,SE
"L6",21.4,Found,1987,SE
"L6",56,Found,1987,SE
"Ureilite",27.2,Found,1987,SE
"H5",5.8,Found,1987,SE
"H6",65.7,Found,1987,SE
"Ureilite-pmict",91.3,Found,1987,SE
"L6",13.9,Found,1987,SE
"L6",21.8,Found,1987,SE
"L6",27.9,Found,1987,SE
"L6",115,Found,1987,SE
"L6",12.5,Found,1987,SE
"H3.9",82.5,Found,1987,SE
"L6",28.5,Found,1987,SE
"L6",3.4,Found,1987,SE
"L6",1.4,Found,1987,SE
"L6",70.4,Found,1987,SE
"H5",8.3,Found,1987,SE
"L6",4.2,Found,1987,SE
"L6",26.9,Found,1987,SE
"H5",7.2,Found,1987,SE
"L3.4",4.2,Found,1987,SE
"L6",3.3,Found,1987,SE
"L6",24.9,Found,1987,SE
"L6",3,Found,1987,SE
"H6",8.4,Found,1987,SE
"H5",39,Found,1987,SE
"L6",39,Found,1987,SE
"L6",19.6,Found,1987,SE
"H5",53.6,Found,1987,SE
"L6",129.8,Found,1987,SE
"H5",123,Found,1987,SE
"EH4",142.3,Found,1987,SE
"CR2",38.2,Found,1987,SE
"L6",3.9,Found,1987,SE
"LL6",4,Found,1987,SE
"L6",23.1,Found,1987,SE
"H6",3.2,Found,1987,SE
"L6",9.2,Found,1987,SE
"L6",7.8,Found,1987,SE
"H5",34.4,Found,1987,SE
"H5",88.4,Found,1987,SE
"L6",170.5,Found,1987,SE
"H6",54.8,Found,1987,SE
"L6",38.1,Found,1987,SE
"L6",110.8,Found,1987,SE
"L6",19.4,Found,1987,SE
"L6",12.5,Found,1987,SE
"L6",27.4,Found,1987,SE
"L6",26.5,Found,1987,SE
"L6",38.7,Found,1987,SE
"L6",41.4,Found,1987,SE
"L6",18.9,Found,1987,SE
"H5",27.9,Found,1987,SE
"L6",58.6,Found,1987,SE
"L6",13.9,Found,1987,SE
"CR2",38.6,Found,1987,SE
"LL5",56.6,Found,1987,SE
"H5",23.9,Found,1987,SE
"L6",18.4,Found,1987,SE
"L5",65.6,Found,1987,SE
"L6",16.8,Found,1987,SE
"L6",29.9,Found,1987,SE
"L6",8.4,Found,1987,SE
"H3.9",161.7,Found,1987,SE
"L6",21.6,Found,1987,SE
"L6",18.4,Found,1987,SE
"H5",10.8,Found,1987,SE
"L6",7.1,Found,1987,SE
"L6",5.3,Found,1987,SE
"L6",15.1,Found,1987,SE
"H6",14.1,Found,1987,SE
"H6",0.6,Found,1987,SE
"H5",20.8,Found,1987,SE
"L6",83.8,Found,1987,SE
"L6",45.9,Found,1987,SE
"H5",175.4,Found,1987,SE
"L6",5.5,Found,1987,SE
"H6",36.4,Found,1987,SE
"H6",1.3,Found,1987,SE
"L6",77,Found,1987,SE
"L6",5.8,Found,1987,SE
"L6",12.5,Found,1987,SE
"L6",2.2,Found,1987,SE
"H5",35.7,Found,1987,SE
"L6",12.4,Found,1987,SE
"L6",20.3,Found,1987,SE
"L5",6.8,Found,1987,SE
"L6",1.3,Found,1987,SE
"L6",9,Found,1987,SE
"L6",40.2,Found,1987,SE
"H3.7",62.7,Found,1987,SE
"LL5",79.4,Found,1987,SE
"L6",120.1,Found,1987,SE
"H4",6.6,Found,1987,SE
"L6",33.4,Found,1987,SE
"L6",12.9,Found,1987,SE
"L6",18.1,Found,1987,SE
"CR2",11.9,Found,1987,SE
"L6",0.9,Found,1987,SE
"L6",13.5,Found,1987,SE
"H6",24.2,Found,1987,SE
"H6",3.3,Found,1987,SE
"L6",61.8,Found,1987,SE
"L6",90.6,Found,1987,SE
"L6",25.9,Found,1987,SE
"H6",221.4,Found,1987,SE
"H5",152.5,Found,1987,SE
"H5",96.2,Found,1987,SE
"H3.9",95.4,Found,1987,SE
"H6",20.1,Found,1987,SE
"L6",30.9,Found,1987,SE
"L6",24.5,Found,1987,SE
"L6",67.8,Found,1987,SE
"L6",14.8,Found,1987,SE
"L6",116.2,Found,1987,SE
"L6",70.8,Found,1987,SE
"L6",16.7,Found,1987,SE
"H5",12.6,Found,1987,SE
"L6",5.7,Found,1987,SE
"H6",0.8,Found,1987,SE
"L6",1.7,Found,1987,SE
"L6",13.2,Found,1987,SE
"H6",1.6,Found,1987,SE
"H5",13.3,Found,1987,SE
"L6",12.1,Found,1987,SE
"H5",81.7,Found,1987,SE
"L6",18.6,Found,1987,SE
"L6",29.8,Found,1987,SE
"L6",78.6,Found,1987,SE
"L6",35.9,Found,1987,SE
"L6",15.1,Found,1987,SE
"CR2",8.1,Found,1987,SE
"CR2",32.9,Found,1987,SE
"L6",1.5,Found,1987,SE
"L6",12.7,Found,1987,SE
"CR2",14.5,Found,1987,SE
"LL5",18.5,Found,1987,SE
"L6",3.8,Found,1987,SE
"L6",6.2,Found,1987,SE
"L6",3.8,Found,1987,SE
"L6",29,Found,1987,SE
"L6",4.3,Found,1987,SE
"L6",22.6,Found,1987,SE
"L6",31.9,Found,1987,SE
"H5",33,Found,1987,SE
"CK5/6",32.8,Found,1987,SE
"CK5",53.2,Found,1990,SE
"CK5",28,Found,1990,SE
"CK5",30.8,Found,1990,SE
"CK5",56.7,Found,1990,SE
"CK5",42.3,Found,1990,SE
"CK5",23.9,Found,1990,SE
"CK5",131,Found,1990,SE
"CK5",40,Found,1990,SE
"CK5",30.1,Found,1990,SE
"CK5",10,Found,1990,SE
"H6",305.1,Found,1990,SE
"L4",226.1,Found,1990,SE
"CK5",36.3,Found,1990,SE
"CK5",20.8,Found,1990,SE
"CK5",86.8,Found,1990,SE
"CK5",45.1,Found,1990,SE
"CK5",15.6,Found,1990,SE
"CK5",31.4,Found,1990,SE
"Ureilite",21.5,Found,1990,SE
"Eucrite-unbr",154,Found,1990,SE
"CM2",19.6,Found,1990,SE
"CK5",15.5,Found,1990,SE
"CK5",31.5,Found,1990,SE
"Eucrite-br",22.8,Found,1990,SE
"CK5",45.8,Found,1990,SE
"CK5",61.5,Found,1990,SE
"CK5",6.2,Found,1990,SE
"CK5",31.3,Found,1990,SE
"Eucrite-unbr",7.9,Found,1990,SE
"L6",75.3,Found,1990,SE
"LL6",55.8,Found,1990,SE
"LL6",30,Found,1990,SE
"Aubrite",3.9,Found,1990,SE
"L6",1413.6,Found,1990,SE
"CK5",1.3,Found,1990,SE
"CK5",21.2,Found,1990,SE
"L6",6,Found,1990,SE
"CK5",5.5,Found,1990,SE
"CK5",5.8,Found,1990,SE
"CK5",13.1,Found,1990,SE
"CK5",2.2,Found,1990,SE
"CK5",14.2,Found,1990,SE
"CO3",12.5,Found,1990,SE
"CK5",11.5,Found,1990,SE
"CK5",6.6,Found,1990,SE
"CK5",5.3,Found,1990,SE
"CM1/2",1.2,Found,1990,SE
"CK5",12.4,Found,1990,SE
"CK5",18,Found,1990,SE
"CK5",4.1,Found,1990,SE
"H6",715.4,Found,1990,SE
"CK5",10.7,Found,1990,SE
"L6",427.9,Found,1990,SE
"L6",311.5,Found,1990,SE
"L6",38.9,Found,1990,SE
"L6",89.2,Found,1990,SE
"L6",22.1,Found,1990,SE
"L6",16.9,Found,1990,SE
"L6",83.9,Found,1990,SE
"L6",5.3,Found,1990,SE
"L6",10.1,Found,1990,SE
"L6",43.4,Found,1990,SE
"L6",44.3,Found,1990,SE
"L6",35.5,Found,1990,SE
"L6",17.2,Found,1990,SE
"L3.3",9.8,Found,1990,SE
"L6",37.3,Found,1990,SE
"L6",5.5,Found,1990,SE
"H5",21.1,Found,1990,SE
"L6",106.5,Found,1990,SE
"L6",103.4,Found,1990,SE
"L6",60.7,Found,1990,SE
"L6",26.6,Found,1990,SE
"L6",18.3,Found,1990,SE
"L6",150.5,Found,1990,SE
"L6",65.3,Found,1990,SE
"L6",22.9,Found,1990,SE
"L6",40.8,Found,1990,SE
"L3.4",4.1,Found,1990,SE
"L6",39.1,Found,1990,SE
"L6",28.6,Found,1990,SE
"L3.5",3.6,Found,1990,SE
"L6",25.4,Found,1990,SE
"L6",2.4,Found,1990,SE
"L6",30.5,Found,1990,SE
"L6",22.7,Found,1990,SE
"L6",17.2,Found,1990,SE
"L6",32.7,Found,1990,SE
"L6",16.7,Found,1990,SE
"L6",3.9,Found,1990,SE
"L6",9,Found,1990,SE
"L6",5.8,Found,1990,SE
"L6",8.9,Found,1990,SE
"L6",6.5,Found,1990,SE
"L6",11.9,Found,1990,SE
"H6",18.6,Found,1990,SE
"L3.7",4.7,Found,1990,SE
"L6",11.7,Found,1990,SE
"L5",12.8,Found,1990,SE
"L6",12.8,Found,1990,SE
"EL6",17,Found,1990,SE
"L6",6.2,Found,1990,SE
"H5",1.3,Found,1990,SE
"L6",8.5,Found,1990,SE
"H5",3,Found,1990,SE
"L6",1,Found,1990,SE
"L6",15.4,Found,1990,SE
"L6",33.5,Found,1990,SE
"L6",74,Found,1990,SE
"L6",74.4,Found,1990,SE
"L6",20,Found,1990,SE
"L6",78.2,Found,1990,SE
"L6",65.4,Found,1990,SE
"L6",238.4,Found,1990,SE
"L6",66.4,Found,1990,SE
"L6",26.1,Found,1990,SE
"L6",64.6,Found,1990,SE
"L6",47.1,Found,1990,SE
"L6",35.3,Found,1990,SE
"L6",232.2,Found,1990,SE
"L6",13,Found,1990,SE
"L6",39.2,Found,1990,SE
"L6",33.2,Found,1990,SE
"L6",90.2,Found,1990,SE
"L6",5.5,Found,1990,SE
"L6",14.6,Found,1990,SE
"L6",50.1,Found,1990,SE
"L6",50,Found,1990,SE
"L6",21.8,Found,1990,SE
"L6",26.9,Found,1990,SE
"L6",20.6,Found,1990,SE
"L6",52.4,Found,1990,SE
"L6",21.9,Found,1990,SE
"L6",15.5,Found,1990,SE
"L6",37.9,Found,1990,SE
"L6",29.1,Found,1990,SE
"L6",74.8,Found,1990,SE
"L6",13.9,Found,1990,SE
"L6",2.1,Found,1990,SE
"L6",12.3,Found,1990,SE
"L6",9.7,Found,1990,SE
"L6",69.2,Found,1990,SE
"L6",74.3,Found,1990,SE
"L6",26.8,Found,1990,SE
"L6",104.1,Found,1990,SE
"L6",61.4,Found,1990,SE
"L6",66.9,Found,1990,SE
"L6",175.4,Found,1990,SE
"L6",36.2,Found,1990,SE
"H6",17.9,Found,1990,SE
"L6",76.6,Found,1990,SE
"L6",15.6,Found,1990,SE
"L6",18.1,Found,1990,SE
"L6",26.2,Found,1990,SE
"L6",51,Found,1990,SE
"L6",101.4,Found,1990,SE
"L6",79,Found,1990,SE
"L6",47.1,Found,1990,SE
"L6",21.3,Found,1990,SE
"L3.05",9.7,Found,1990,SE
"L6",8.3,Found,1990,SE
"L6",9,Found,1990,SE
"L6",19.4,Found,1990,SE
"H5",103.6,Found,1990,SE
"H6",104.2,Found,1990,SE
"L6",130,Found,1990,SE
"L6",19.6,Found,1990,SE
"L6",73.4,Found,1990,SE
"L6",16.3,Found,1990,SE
"L6",42.4,Found,1990,SE
"L6",15.3,Found,1990,SE
"L6",24.5,Found,1990,SE
"L6",20,Found,1990,SE
"L6",82.8,Found,1990,SE
"L6",33.6,Found,1990,SE
"L6",91.2,Found,1990,SE
"H5",280.4,Found,1990,SE
"H5",21.6,Found,1990,SE
"L6",14.9,Found,1990,SE
"L6",15.4,Found,1990,SE
"L6",70.3,Found,1990,SE
"L6",21.3,Found,1990,SE
"L6",25,Found,1990,SE
"L6",21.9,Found,1990,SE
"L6",19.5,Found,1990,SE
"L6",45.9,Found,1990,SE
"L6",49.6,Found,1990,SE
"L6",7.8,Found,1990,SE
"L6",5.4,Found,1990,SE
"L6",24.7,Found,1990,SE
"L6",26.7,Found,1990,SE
"L6",7.2,Found,1990,SE
"L6",7.7,Found,1990,SE
"L6",62.3,Found,1990,SE
"L6",24.4,Found,1990,SE
"L6",24.3,Found,1990,SE
"L6",27.9,Found,1990,SE
"L6",6.7,Found,1990,SE
"L6",10.8,Found,1990,SE
"L6",23.8,Found,1990,SE
"L6",51.5,Found,1990,SE
"L6",143.4,Found,1990,SE
"L6",46,Found,1990,SE
"L6",25.6,Found,1990,SE
"L6",114,Found,1990,SE
"L6",31.4,Found,1990,SE
"L6",36.4,Found,1990,SE
"L6",20.5,Found,1990,SE
"L6",23.1,Found,1990,SE
"H5",11.5,Found,1990,SE
"L6",60.5,Found,1990,SE
"L6",38.5,Found,1990,SE
"H5",25,Found,1990,SE
"L6",28.9,Found,1990,SE
"L6",23.2,Found,1990,SE
"L6",15.6,Found,1990,SE
"L6",8.6,Found,1990,SE
"L6",16.8,Found,1990,SE
"L6",67.3,Found,1990,SE
"L6",28.6,Found,1990,SE
"L6",21,Found,1990,SE
"L6",8.7,Found,1990,SE
"L6",2.2,Found,1990,SE
"L6",22.4,Found,1990,SE
"L6",5.8,Found,1990,SE
"L6",6,Found,1990,SE
"H5",245.5,Found,1990,SE
"L6",105.3,Found,1990,SE
"L6",33.9,Found,1990,SE
"L6",16.9,Found,1990,SE
"L6",6.6,Found,1990,SE
"CK5",8.5,Found,1990,SE
"L6",36.2,Found,1990,SE
"L6",1.6,Found,1990,SE
"H5",157.2,Found,1990,SE
"H6",150.1,Found,1990,SE
"L6",78.8,Found,1990,SE
"L6",11,Found,1990,SE
"L6",9.1,Found,1990,SE
"L6",15.3,Found,1990,SE
"L6",21.7,Found,1990,SE
"L6",44.8,Found,1990,SE
"L6",19,Found,1990,SE
"H6",362.9,Found,1990,SE
"LL6",37.1,Found,1990,SE
"CO3",0.4,Found,1990,SE
"L6",8.3,Found,1990,SE
"L6",13.5,Found,1990,SE
"L6",45.4,Found,1990,SE
"L6",12.2,Found,1990,SE
"H5",6.5,Found,1990,SE
"L6",12.8,Found,1990,SE
"L5",8.3,Found,1990,SE
"L6",3.2,Found,1990,SE
"L6",11,Found,1990,SE
"H6",10.5,Found,1990,SE
"L6",22.9,Found,1990,SE
"L6",7.3,Found,1990,SE
"L3.4",6.6,Found,1990,SE
"L6",9.2,Found,1990,SE
"L6",4.8,Found,1990,SE
"H6",2.8,Found,1990,SE
"L6",3,Found,1990,SE
"L6",101.7,Found,1990,SE
"L6",88.5,Found,1990,SE
"L6",7.2,Found,1990,SE
"L6",9.2,Found,1990,SE
"L6",32.9,Found,1990,SE
"L6",17.8,Found,1990,SE
"L6",28.1,Found,1990,SE
"H5",8.6,Found,1990,SE
"L6",55.5,Found,1990,SE
"L6",19.5,Found,1990,SE
"L6",15.3,Found,1990,SE
"L6",13.5,Found,1990,SE
"L6",5.6,Found,1990,SE
"L6",17.4,Found,1990,SE
"L6",11.1,Found,1990,SE
"L6",52.6,Found,1990,SE
"L6",15.3,Found,1990,SE
"L6",81.5,Found,1990,SE
"L6",51.6,Found,1990,SE
"L6",77.4,Found,1990,SE
"L6",23.8,Found,1990,SE
"L6",13.8,Found,1990,SE
"L6",5.7,Found,1990,SE
"L6",33.1,Found,1990,SE
"L6",47.5,Found,1990,SE
"L6",11.1,Found,1990,SE
"L6",20.4,Found,1990,SE
"L6",13.4,Found,1990,SE
"L6",14.5,Found,1990,SE
"L6",12.4,Found,1990,SE
"L6",11,Found,1990,SE
"L6",15.4,Found,1990,SE
"L6",7.5,Found,1990,SE
"EL3",8.1,Found,1990,SE
"L6",45.1,Found,1990,SE
"L6",23.5,Found,1990,SE
"L6",34.9,Found,1990,SE
"H6",8,Found,1990,SE
"H5",16.4,Found,1990,SE
"L6",15,Found,1990,SE
"L6",11.2,Found,1990,SE
"L6",25.6,Found,1990,SE
"L6",48.4,Found,1990,SE
"L6",36.5,Found,1990,SE
"L6",21.1,Found,1990,SE
"L6",55.4,Found,1990,SE
"L6",5.4,Found,1990,SE
"H5",27.5,Found,1990,SE
"L6",18.4,Found,1990,SE
"L6",21.3,Found,1990,SE
"L6",76.9,Found,1990,SE
"L6",22.7,Found,1990,SE
"L6",10.9,Found,1990,SE
"L6",13.7,Found,1990,SE
"L6",6.3,Found,1990,SE
"L6",50.1,Found,1990,SE
"L6",6.5,Found,1990,SE
"L6",16.8,Found,1990,SE
"L6",9.4,Found,1990,SE
"L6",10,Found,1990,SE
"L6",28.3,Found,1990,SE
"L6",11.8,Found,1990,SE
"H5",35.1,Found,1990,SE
"H6",6.5,Found,1990,SE
"L6",6.2,Found,1990,SE
"L6",16.1,Found,1990,SE
"L6",6.5,Found,1990,SE
"L6",45.2,Found,1990,SE
"L6",4.7,Found,1990,SE
"L6",14.1,Found,1990,SE
"L6",2,Found,1990,SE
"L6",2.1,Found,1990,SE
"L6",2.9,Found,1990,SE
"L6",24.6,Found,1990,SE
"L6",9.5,Found,1990,SE
"L6",3.3,Found,1990,SE
"L6",9,Found,1990,SE
"L6",2.7,Found,1990,SE
"L5",1.9,Found,1990,SE
"L6",5.5,Found,1990,SE
"L6",0.6,Found,1990,SE
"L6",0.6,Found,1990,SE
"L6",7.3,Found,1990,SE
"L6",174,Found,1990,SE
"L6",105.8,Found,1990,SE
"L6",63,Found,1990,SE
"L6",77.8,Found,1990,SE
"L6",194.6,Found,1990,SE
"L6",83,Found,1990,SE
"L6",99.9,Found,1990,SE
"L6",45.6,Found,1990,SE
"L6",44.4,Found,1990,SE
"L6",65.5,Found,1990,SE
"L6",28.9,Found,1990,SE
"L6",32.8,Found,1990,SE
"L6",111,Found,1990,SE
"L6",114.3,Found,1990,SE
"L6",220.4,Found,1990,SE
"L6",16,Found,1990,SE
"L6",57.9,Found,1990,SE
"L6",140.2,Found,1990,SE
"L6",17.2,Found,1990,SE
"L6",71.6,Found,1990,SE
"L6",163.9,Found,1990,SE
"L6",15.8,Found,1990,SE
"H5",158.8,Found,1990,SE
"L6",6.5,Found,1990,SE
"L6",38.8,Found,1990,SE
"L6",29,Found,1990,SE
"L6",40.2,Found,1990,SE
"L6",55.5,Found,1990,SE
"L6",66.6,Found,1990,SE
"L6",15.4,Found,1990,SE
"L6",18.2,Found,1990,SE
"L6",76.9,Found,1990,SE
"L6",14.5,Found,1990,SE
"L6",12,Found,1990,SE
"L6",20.6,Found,1990,SE
"L6",8.9,Found,1990,SE
"LL6",54,Found,1990,SE
"L6",19.5,Found,1990,SE
"H5",58.1,Found,1990,SE
"L6",23.2,Found,1990,SE
"L6",45.6,Found,1990,SE
"L6",59.8,Found,1990,SE
"L6",27.2,Found,1990,SE
"L6",10.9,Found,1990,SE
"L6",97.3,Found,1990,SE
"L6",45,Found,1990,SE
"L6",22,Found,1990,SE
"L6",23.1,Found,1990,SE
"L6",36.3,Found,1990,SE
"L6",65.9,Found,1990,SE
"L6",10.9,Found,1990,SE
"L6",13.4,Found,1990,SE
"L6",69.3,Found,1990,SE
"L6",86.8,Found,1990,SE
"L6",11.6,Found,1990,SE
"H6",3.8,Found,1990,SE
"L5",1.8,Found,1990,SE
"L6",33.9,Found,1990,SE
"L6",8.3,Found,1990,SE
"L6",26,Found,1990,SE
"L6",29.7,Found,1990,SE
"L6",16.3,Found,1990,SE
"H6",5.9,Found,1990,SE
"L6",11.8,Found,1990,SE
"L6",55.6,Found,1990,SE
"L6",14.5,Found,1990,SE
"L6",5.3,Found,1990,SE
"L6",7.6,Found,1990,SE
"L6",19.1,Found,1990,SE
"L6",2.1,Found,1990,SE
"L6",31.1,Found,1990,SE
"L6",9.7,Found,1990,SE
"L6",1.4,Found,1990,SE
"L6",24,Found,1990,SE
"L5",1.7,Found,1990,SE
"L6",17,Found,1990,SE
"L6",14.4,Found,1990,SE
"L6",13.1,Found,1990,SE
"CK5",7.3,Found,1990,SE
"L6",18.2,Found,1990,SE
"L6",3.9,Found,1990,SE
"L6",24.8,Found,1990,SE
"L6",0.7,Found,1990,SE
"H6",3.9,Found,1990,SE
"L6",2.6,Found,1990,SE
"L6",13.7,Found,1990,SE
"L6",7.9,Found,1990,SE
"L6",10.8,Found,1990,SE
"L6",7.1,Found,1990,SE
"L6",6.8,Found,1990,SE
"L6",87,Found,1990,SE
"L6",125.4,Found,1990,SE
"L6",102.9,Found,1990,SE
"L6",136.3,Found,1990,SE
"L6",103.9,Found,1990,SE
"L6",127.1,Found,1990,SE
"L6",84.7,Found,1990,SE
"L6",105.2,Found,1990,SE
"L6",2.2,Found,1990,SE
"L6",0.5,Found,1990,SE
"L6",63.6,Found,1990,SE
"L6",78.7,Found,1990,SE
"LL6",122.1,Found,1990,SE
"L6",60.9,Found,1990,SE
"L6",212.9,Found,1990,SE
"L6",85.9,Found,1990,SE
"H5",51,Found,1990,SE
"L6",80.7,Found,1990,SE
"L6",150.8,Found,1990,SE
"L6",62.7,Found,1990,SE
"L6",46.2,Found,1990,SE
"L6",36.3,Found,1990,SE
"L6",68.3,Found,1990,SE
"L6",66.4,Found,1990,SE
"L6",159.1,Found,1990,SE
"L6",217.3,Found,1990,SE
"L6",162.3,Found,1990,SE
"L6",141.8,Found,1990,SE
"L6",202,Found,1990,SE
