@RELATION meteorite_landings

@ATTRIBUTE recclass {"Acapulcoite","Acapulcoite/Lodranite","Acapulcoite/lodranite","Achondrite-prim","Achondrite-ung","Angrite","Aubrite","Aubrite-an","Brachinite","C","C1/2-ung","C2","C2-ung","C3-ung","C3.0-ung","C4","C4-ung","C4/5","C5/6-ung","C6","CB","CBa","CBb","CH/CBb","CH3","CI1","CK","CK3","CK3-an","CK4","CK4-an","CK4/5","CK5","CK5/6","CK6","CM","CM-an","CM1","CM1/2","CM2","CO3","CO3.0","CO3.1","CO3.2","CO3.3","CO3.4","CO3.5","CO3.6","CO3.7","CO3.8","CR","CR-an","CR1","CR2","CR2-an","CR7","CV2","CV3","CV3-an","Chondrite-fusion crust","Chondrite-ung","Diogenite","Diogenite-an","Diogenite-olivine","Diogenite-pm","E","E-an","E3","E3-an","E4","E5","E5-an","E6","EH","EH-imp melt","EH3","EH3/4-an","EH4","EH4/5","EH5","EH6","EH6-an","EH7","EH7-an","EL-melt rock","EL3","EL4","EL4/5","EL5","EL6","EL6/7","EL7","Enst achon-ung","Eucrite","Eucrite-Mg rich","Eucrite-an","Eucrite-br","Eucrite-cm","Eucrite-mmict","Eucrite-pmict","Eucrite-unbr","Fusion crust","H","H(5?)","H(?)4","H(L)3","H(L)3-an","H-an","H-imp melt","H-melt breccia","H-melt rock","H-metal","H/L3","H/L3.5","H/L3.6","H/L3.9","H/L4","H/L4-5","H/L5","H/L6","H/L~4","H3 ","H3","H3-4","H3-5","H3-6","H3-an","H3.0","H3.0-3.4","H3.05","H3.1","H3.10","H3.2","H3.2-3.7","H3.2-6","H3.2-an","H3.3","H3.4","H3.4-5","H3.4/3.5","H3.5","H3.5-4","H3.6","H3.6-6","H3.7","H3.7-5","H3.7-6","H3.7/3.8","H3.8","H3.8-4","H3.8-5","H3.8-6","H3.8-an","H3.8/3.9","H3.8/4","H3.9","H3.9-5","H3.9-6","H3.9/4","H3/4","H4 ","H4","H4(?)","H4-5","H4-6","H4-an","H4-melt breccia","H4/5","H4/6","H5 ","H5","H5-6","H5-7","H5-an","H5-melt breccia","H5/6","H6 ","H6","H6-melt breccia","H7","H?","Howardite","Howardite-an","H~4","H~4/5","H~5","H~6","Iron","Iron- IAB complex","Iron- IAB-MG","Iron- IAB-an","Iron- IAB-sHH","Iron- IAB-sHL","Iron- IAB-sHL-an","Iron- IAB-sLH","Iron- IAB-sLL","Iron- IAB-sLM","Iron- IAB-ung","Iron- IAB?","Iron- IC","Iron- IC-an","Iron- IIAB","Iron- IIAB-an","Iron- IIC","Iron- IID","Iron- IID-an","Iron- IIE","Iron- IIE-an","Iron- IIF","Iron- IIG","Iron- IIIAB","Iron- IIIAB-an","Iron- IIIAB?","Iron- IIIE","Iron- IIIE-an","Iron- IIIF","Iron- IVA","Iron- IVA-an","Iron- IVB","Iron- ungrouped","K","K3","L","L(?)3","L(LL)3","L(LL)3.05","L(LL)3.5-3.7","L(LL)5","L(LL)6","L-imp melt","L-melt breccia","L-melt rock","L-metal","L/LL","L/LL(?)3","L/LL3","L/LL3-5","L/LL3-6","L/LL3.10","L/LL3.2","L/LL3.4","L/LL3.6/3.7","L/LL4","L/LL4-6","L/LL4/5","L/LL5","L/LL5-6","L/LL5/6","L/LL6","L/LL6-an","L/LL~4","L/LL~5","L/LL~6","L3","L3-4","L3-5","L3-6","L3-melt breccia","L3.0","L3.0-3.7","L3.0-3.9","L3.00","L3.05","L3.1","L3.10","L3.2","L3.2-3.5","L3.2-3.6","L3.3","L3.3-3.5","L3.3-3.6","L3.3-3.7","L3.4","L3.4-3.7","L3.5","L3.5-3.7","L3.5-3.8","L3.5-3.9","L3.5-5","L3.6","L3.6-4","L3.7","L3.7-3.9","L3.7-4","L3.7-6","L3.7/3.8","L3.8","L3.8-6","L3.8-an","L3.9","L3.9-5","L3.9-6","L3.9/4","L3/4","L4 ","L4","L4-5","L4-6","L4-an","L4-melt breccia","L4/5","L5 ","L5","L5-6","L5-7","L5-melt breccia","L5/6","L6 ","L6","L6-melt breccia","L6/7","L7","LL","LL(L)3","LL-imp melt","LL-melt breccia","LL-melt rock","LL3","LL3-5","LL3-6","LL3.0","LL3.00","LL3.05","LL3.1","LL3.1-3.5","LL3.15","LL3.2","LL3.3","LL3.4","LL3.5","LL3.6","LL3.7","LL3.7-6","LL3.8","LL3.8-4","LL3.8-6","LL3.9","LL3.9/4","LL3/4","LL4","LL4-5","LL4-6","LL4/5","LL5","LL5-6","LL5-7","LL5/6","LL6 ","LL6","LL6(?)","LL6-an","LL6-melt breccia","LL7","LL7(?)","LL~3","LL~5","LL~6","Lodranite","Lodranite-an","Lunar (anorth)","Lunar (bas. breccia)","Lunar (bas/anor)","Lunar (basalt)","Lunar (feldsp. breccia)","Lunar (gabbro)","Lunar (norite)","Lunar","L~3","L~4","L~4-6","L~5","L~6","Martian (OPX)","Martian (basaltic breccia)","Martian (chassignite)","Martian (nakhlite)","Martian (shergottite)","Mesosiderite","Mesosiderite-A","Mesosiderite-A1","Mesosiderite-A2","Mesosiderite-A3","Mesosiderite-A3/4","Mesosiderite-A4","Mesosiderite-B","Mesosiderite-B1","Mesosiderite-B2","Mesosiderite-B4","Mesosiderite-C","Mesosiderite-C2","Mesosiderite-an","Mesosiderite?","OC","Pallasite","Pallasite- PES","Pallasite- PMG","Pallasite- PMG-an","Pallasite- ungrouped","Pallasite?","R","R3","R3-4","R3-5","R3-6","R3.5-4","R3.5-6","R3.6","R3.8","R3.8-5","R3.8-6","R3.9","R4","R5","R6","Relict OC","Relict iron","Stone-uncl","Stone-ung","Ureilite","Ureilite-an","Ureilite-pmict","Winonaite"}
@ATTRIBUTE mass numeric
@ATTRIBUTE fall {Fell,Found}
@ATTRIBUTE yearoflanding numeric
@ATTRIBUTE class {NE,NW,SE,SW}

@DATA
"H4",5.3,Found,1979,SE
"H4",8.71,Found,1979,SE
"L6",6.3,Found,1979,SE
"H5",5.2,Found,1979,SE
"L6",4.94,Found,1979,SE
"H3",4.74,Found,1979,SE
"LL6",2.14,Found,1979,SE
"L6",4.49,Found,1979,SE
"L6",6.97,Found,1979,SE
"L4",24.41,Found,1979,SE
"H5",16.36,Found,1979,SE
"H4",11.96,Found,1979,SE
"L6",12.82,Found,1979,SE
"H4",13.63,Found,1979,SE
"H4",3.83,Found,1979,SE
"H3",3.92,Found,1979,SE
"LL4",3.55,Found,1979,SE
"H4",3.74,Found,1979,SE
"L4",2.32,Found,1979,SE
"L6",3.03,Found,1979,SE
"H5",3.08,Found,1979,SE
"H5",0.96,Found,1979,SE
"L/LL3",0.95,Found,1979,SE
"H4",2048,Found,1979,SE
"H4",58.1,Found,1979,SE
"H4",45.93,Found,1979,SE
"H4",54.16,Found,1979,SE
"L6",16.69,Found,1979,SE
"H6",4.96,Found,1979,SE
"L6",24.98,Found,1979,SE
"L6",203.61,Found,1979,SE
"L6",52.96,Found,1979,SE
"L6",22.46,Found,1979,SE
"LL6",39.68,Found,1979,SE
"H(?)4",16.16,Found,1979,SE
"H6",37.61,Found,1979,SE
"H4",18.91,Found,1979,SE
"L5-6",811,Found,1979,SE
"Diogenite",61.8,Found,1979,SE
"H5",3.66,Found,1979,SE
"Howardite",10.9,Found,1979,SE
"H4",4.36,Found,1979,SE
"L6",1.72,Found,1979,SE
"H5",507.05,Found,1979,SE
"H3.7",548.94,Found,1979,SE
"L3.7",223.53,Found,1979,SE
"H6",45.93,Found,1979,SE
"L6",281.6,Found,1979,SE
"L6",221.07,Found,1979,SE
"CO3",3.13,Found,1979,SE
"H4",265.2,Found,1979,SE
"H4",15.09,Found,1979,SE
"H6",6.68,Found,1979,SE
"H6",28.2,Found,1979,SE
"Eucrite-mmict",20.18,Found,1979,SE
"Eucrite-pmict",31.05,Found,1979,SE
"L6",89.65,Found,1979,SE
"L6",105.66,Found,1979,SE
"L6",189.53,Found,1979,SE
"L6",11.32,Found,1979,SE
"H4",550.84,Found,1979,SE
"H6",4.75,Found,1979,SE
"H4",17.6,Found,1979,SE
"H4",1.99,Found,1979,SE
"Howardite",35.6,Found,1979,SE
"L6",108.33,Found,1979,SE
"L6",192.86,Found,1979,SE
"L6",8.07,Found,1979,SE
"L5",204.59,Found,1979,SE
"H4",158.89,Found,1979,SE
"H4",8.4,Found,1979,SE
"L6",54.83,Found,1979,SE
"L6",37.05,Found,1979,SE
"H4",41.39,Found,1979,SE
"H4",8.04,Found,1979,SE
"L6",23.65,Found,1979,SE
"L6",10.59,Found,1979,SE
"L6",11.44,Found,1979,SE
"H5",94.23,Found,1979,SE
"L6",10.28,Found,1979,SE
"H4",18.02,Found,1979,SE
"H6",3.23,Found,1979,SE
"Diogenite",21.46,Found,1979,SE
"Diogenite",18.71,Found,1979,SE
"H5",11.29,Found,1979,SE
"H4",5.09,Found,1979,SE
"H5",6.96,Found,1979,SE
"L5",141.83,Found,1979,SE
"H3",7,Found,1979,SE
"H4",6.81,Found,1979,SE
"H4/5",67.05,Found,1979,SE
"H4/5",14.38,Found,1979,SE
"H4/5",23.47,Found,1979,SE
"H4/5",214.87,Found,1979,SE
"H4",146.95,Found,1979,SE
"H4/5",1.39,Found,1979,SE
"H4/5",6.74,Found,1979,SE
"H4/5",2.13,Found,1979,SE
"H4",352.62,Found,1979,SE
"L6",73.59,Found,1979,SE
"L6",19.18,Found,1979,SE
"LL4-6",3.53,Found,1979,SE
"L6",565.51,Found,1979,SE
"L5/6",13.95,Found,1979,SE
"H5",8.08,Found,1979,SE
"Howardite",5.51,Found,1979,SE
"H5",10.09,Found,1979,SE
"Lodranite",31.6,Found,1979,SE
"Howardite",41.12,Found,1979,SE
"Lodranite",5.13,Found,1979,SE
"L5",20.88,Found,1979,SE
"H5",45.29,Found,1979,SE
"L4/5",5.37,Found,1979,SE
"Howardite",7.04,Found,1979,SE
"CR2",3.11,Found,1979,SE
"L6",9.94,Found,1979,SE
"H3/4",1252,Found,1979,SE
"H4",283.1,Found,1979,SE
"H3/4",131.02,Found,1979,SE
"H5",55.11,Found,1979,SE
"H4",41.55,Found,1979,SE
"H4",31.11,Found,1979,SE
"H5",16.62,Found,1979,SE
"H5",12.77,Found,1979,SE
"H5",12.81,Found,1979,SE
"H5",9.9,Found,1979,SE
"E5-an",9.77,Found,1979,SE
"H5",10.34,Found,1979,SE
"H5",4.69,Found,1979,SE
"H5",3.97,Found,1979,SE
"H5",1.63,Found,1979,SE
"H5",2.21,Found,1979,SE
"L6",89.18,Found,1979,SE
"L6",17.12,Found,1979,SE
"L6",6.42,Found,1979,SE
"H4",26.89,Found,1979,SE
"L4",2.85,Found,1979,SE
"L4",2.82,Found,1979,SE
"L4",2.48,Found,1979,SE
"L6",0.82,Found,1979,SE
"H4",0.68,Found,1979,SE
"L6",0.71,Found,1979,SE
"H6",6.47,Found,1979,SE
"H4",4.14,Found,1979,SE
"L4",1.4,Found,1979,SE
"L6",0.77,Found,1979,SE
"L5",77.92,Found,1979,SE
"L5",28.31,Found,1979,SE
"H4",15.52,Found,1979,SE
"LL6",839,Found,1979,SE
"H3.6",66.18,Found,1979,SE
"Ureilite",419.03,Found,1979,SE
"LL",1907,Found,1979,SE
"LL",9.95,Found,1979,SE
"LL",5.79,Found,1979,SE
"LL",2.44,Found,1979,SE
"LL",0.99,Found,1979,SE
"H6",1.58,Found,1979,SE
"L4",195.17,Found,1979,SE
"H4",76.87,Found,1979,SE
"H4",2.92,Found,1979,SE
"H4",2.1,Found,1979,SE
"H4",1.9,Found,1979,SE
"H4",1.17,Found,1979,SE
"H6",1.06,Found,1979,SE
"H5",129.25,Found,1979,SE
"L6",90.65,Found,1979,SE
"LL3.15",101.64,Found,1979,SE
"H6",26.21,Found,1979,SE
"H4",61.67,Found,1979,SE
"H4",54.27,Found,1979,SE
"H4",205.32,Found,1979,SE
"H4",487.87,Found,1979,SE
"H4",84.31,Found,1979,SE
"H4",8.13,Found,1979,SE
"L6",497.17,Found,1979,SE
"H4",67.98,Found,1979,SE
"L6",40.07,Found,1979,SE
"L6",10.58,Found,1979,SE
"L6",0.58,Found,1979,SE
"L6",23.68,Found,1979,SE
"H4",6.31,Found,1979,SE
"Howardite",134.33,Found,1979,SE
"L5/6",199.73,Found,1979,SE
"L6",3.19,Found,1979,SE
"L5/6",4.4,Found,1979,SE
"L6",481.41,Found,1979,SE
"L6",191.44,Found,1979,SE
"L6",108.06,Found,1979,SE
"L6",114.6,Found,1979,SE
"L6",9.61,Found,1979,SE
"L6",3.26,Found,1979,SE
"L6",6.69,Found,1979,SE
"L6",2.52,Found,1979,SE
"L6",79.19,Found,1979,SE
"L6",219.68,Found,1979,SE
"L4",99.82,Found,1979,SE
"H6",3.91,Found,1979,SE
"H4",20.57,Found,1979,SE
"L6",57.09,Found,1979,SE
"L6",1.33,Found,1979,SE
"L6",0.86,Found,1979,SE
"L6",0.78,Found,1979,SE
"H5",5.84,Found,1979,SE
"L4",1.92,Found,1979,SE
"H6",147.99,Found,1979,SE
"L4",8.16,Found,1979,SE
"L4",8.55,Found,1979,SE
"H4",0.74,Found,1979,SE
"CV3",2.06,Found,1979,SE
"H6",3.35,Found,1979,SE
"Diogenite",5.09,Found,1979,SE
"H4",297.44,Found,1979,SE
"H5",112.63,Found,1979,SE
"H4",182.4,Found,1979,SE
"H5",55.63,Found,1979,SE
"H5",19.77,Found,1979,SE
"H5",18.9,Found,1979,SE
"H5",22.61,Found,1979,SE
"H5",14.85,Found,1979,SE
"H5",15.97,Found,1979,SE
"H5",15.5,Found,1979,SE
"H5",21.47,Found,1979,SE
"H5",18.22,Found,1979,SE
"H5",7.29,Found,1979,SE
"H5",8.93,Found,1979,SE
"H5",6.7,Found,1979,SE
"H4/5",4.01,Found,1979,SE
"H4/5",5.86,Found,1979,SE
"H4/5",2.44,Found,1979,SE
"H4/5",1.91,Found,1979,SE
"H4/5",1.73,Found,1979,SE
"H4/5",1.07,Found,1979,SE
"H4/5",1.4,Found,1979,SE
"H4/5",1.32,Found,1979,SE
"L6",1.82,Found,1979,SE
"L6",4.95,Found,1979,SE
"H4",128.02,Found,1979,SE
"L4",2243,Found,1979,SE
"H5",12.3,Found,1979,SE
"L5",534.79,Found,1979,SE
"L4",634.33,Found,1979,SE
"L4",333.77,Found,1979,SE
"L4",653,Found,1979,SE
"L4",112.52,Found,1979,SE
"L4",109.23,Found,1979,SE
"L4",63.72,Found,1979,SE
"H5",13.66,Found,1979,SE
"H3",8.69,Found,1979,SE
"L4",5.37,Found,1979,SE
"L4",4.35,Found,1979,SE
"L4",2.85,Found,1979,SE
"L4",134.58,Found,1979,SE
"L4",55.95,Found,1979,SE
"L4",12.59,Found,1979,SE
"L4",4.62,Found,1979,SE
"L4",5.48,Found,1979,SE
"L4",2.32,Found,1979,SE
"L4",0.78,Found,1979,SE
"L4",3.05,Found,1979,SE
"H6",349.1,Found,1979,SE
"L4",7.89,Found,1979,SE
"L4",3.35,Found,1979,SE
"L4",48.78,Found,1979,SE
"LL3.5",9.96,Found,1979,SE
"L3",1.53,Found,1979,SE
"H4",14.87,Found,1979,SE
"L4",10.17,Found,1979,SE
"L4",3.25,Found,1979,SE
"L4",114.1,Found,1979,SE
"L4",89.57,Found,1979,SE
"H4",50.42,Found,1979,SE
"H4",45.54,Found,1979,SE
"H4",20.15,Found,1979,SE
"H4",9.94,Found,1979,SE
"H4",0.45,Found,1979,SE
"LL4",732,Found,1979,SE
"L4",334.85,Found,1979,SE
"L4",541.72,Found,1979,SE
"L4",13.29,Found,1979,SE
"L4",5.13,Found,1979,SE
"H4",2.64,Found,1979,SE
"L4",50.1,Found,1979,SE
"L4",27.85,Found,1979,SE
"L4",10.36,Found,1979,SE
"L4",473.05,Found,1979,SE
"L4",259.1,Found,1979,SE
"L4",18.46,Found,1979,SE
"L4",284.98,Found,1979,SE
"L4",71.07,Found,1979,SE
"L4",123.73,Found,1979,SE
"L4",96.6,Found,1979,SE
"H5",33.01,Found,1979,SE
"H5",27.02,Found,1979,SE
"H5",19.03,Found,1979,SE
"H5",6.82,Found,1979,SE
"H5",5.67,Found,1979,SE
"H5",2.68,Found,1979,SE
"H5",2.26,Found,1979,SE
"H5",1.06,Found,1979,SE
"H5",0.4,Found,1979,SE
"Iron- IAB complex",70.89,Found,1979,SE
"L4",352.1,Found,1979,SE
"LL6",0.81,Found,1979,SE
"L4",1.44,Found,1979,SE
"H4",2.91,Found,1979,SE
"L6",1.39,Found,1979,SE
"L4",25.48,Found,1979,SE
"L4",93.1,Found,1979,SE
"L4",172.47,Found,1979,SE
"L4",341.1,Found,1979,SE
"L4",126.98,Found,1979,SE
"L4",174.32,Found,1979,SE
"L4",1607,Found,1979,SE
"L4",28.91,Found,1979,SE
"L4",14.24,Found,1979,SE
"L4",2.79,Found,1979,SE
"L4",3.59,Found,1979,SE
"L5",13.39,Found,1979,SE
"H4",193.21,Found,1979,SE
"CO3.3",25322,Found,1979,SE
"CO3",184.01,Found,1979,SE
"CO3",170.69,Found,1979,SE
"CO3",117.52,Found,1979,SE
"CO3",9.8,Found,1979,SE
"CO3",8.95,Found,1979,SE
"CO3",7.13,Found,1979,SE
"CO3",3.61,Found,1979,SE
"CO3",47.07,Found,1979,SE
"H4",4.98,Found,1979,SE
"L4",18.17,Found,1979,SE
"H4",48.2,Found,1979,SE
"H4",51.3,Found,1979,SE
"H4",34.8,Found,1979,SE
"H4",24.83,Found,1979,SE
"H4",25.52,Found,1979,SE
"H4",15.59,Found,1979,SE
"H4",19.47,Found,1979,SE
"H4",11.79,Found,1979,SE
"H4",14.61,Found,1979,SE
"H4",15.34,Found,1979,SE
"H4",9.38,Found,1979,SE
"H4",8.42,Found,1979,SE
"H4",14.54,Found,1979,SE
"H4",11.23,Found,1979,SE
"H4",1.84,Found,1979,SE
"L6",16.63,Found,1979,SE
"L5",20.73,Found,1979,SE
"CO3",17.62,Found,1979,SE
"CO3",8.59,Found,1979,SE
"CO3",5.84,Found,1979,SE
"CO3",8.33,Found,1979,SE
"H5",2.01,Found,1979,SE
"L4",83.53,Found,1979,SE
"L4",23.72,Found,1979,SE
"L4",12.88,Found,1979,SE
"L4",13.64,Found,1979,SE
"L4",9.25,Found,1979,SE
"L4",7.7,Found,1979,SE
"L4",3.72,Found,1979,SE
"L4",3.83,Found,1979,SE
"L4",3.66,Found,1979,SE
"L4",3.17,Found,1979,SE
"L4",3.8,Found,1979,SE
"L4",3.81,Found,1979,SE
"L4",4.06,Found,1979,SE
"L4",1.91,Found,1979,SE
"L4",1.59,Found,1979,SE
"L4",1.33,Found,1979,SE
"L4",1.29,Found,1979,SE
"L4",1.31,Found,1979,SE
"L4",1.25,Found,1979,SE
"L4",0.94,Found,1979,SE
"L4",1.58,Found,1979,SE
"L6",156.43,Found,1979,SE
"L6",7.18,Found,1979,SE
"L6",4.14,Found,1979,SE
"H6",37.5,Found,1979,SE
"H6",110.58,Found,1979,SE
"H6",2543,Found,1979,SE
"H6",43.81,Found,1979,SE
"H6",7.74,Found,1979,SE
"H6",6.08,Found,1979,SE
"H6",2.98,Found,1979,SE
"L6",409.53,Found,1979,SE
"L6",17.73,Found,1979,SE
"H5",323.21,Found,1979,SE
"H5",44.07,Found,1979,SE
"H5",8826,Found,1979,SE
"L5",64.47,Found,1979,SE
"H4",37.38,Found,1979,SE
"L6",21.68,Found,1979,SE
"L6",2.55,Found,1979,SE
"EH3",31.65,Found,1979,SE
"H4",45.46,Found,1979,SE
"H5",2.78,Found,1979,SE
"H4",53.14,Found,1979,SE
"H4",11.31,Found,1979,SE
"H4",8.39,Found,1979,SE
"H4",6.31,Found,1979,SE
"H4",4.22,Found,1979,SE
"H4",3.78,Found,1979,SE
"H4",1.08,Found,1979,SE
"H4",12.17,Found,1979,SE
"H4",27.84,Found,1979,SE
"L4",58.89,Found,1979,SE
"L4",11.07,Found,1979,SE
"L4",9.32,Found,1979,SE
"H4",15.18,Found,1979,SE
"H5",11.88,Found,1979,SE
"EH4",39.64,Found,1979,SE
"EH4",30.05,Found,1979,SE
"EH4",4.3,Found,1979,SE
"H4",5.44,Found,1979,SE
"H4",3.24,Found,1979,SE
"H4",5.13,Found,1979,SE
"H4",3.68,Found,1979,SE
"H4",1.32,Found,1979,SE
"H4",0.62,Found,1979,SE
"H5",572.12,Found,1979,SE
"H5",662,Found,1979,SE
"H5",11.58,Found,1979,SE
"H5",8.72,Found,1979,SE
"CM2",23.28,Found,1979,SE
"CM2",29.15,Found,1979,SE
"Eucrite-pmict",115.35,Found,1979,SE
"R4",9.02,Found,1979,SE
"L3.9",841,Found,1979,SE
"Diogenite",9.27,Found,1979,SE
"H5",16.18,Found,1979,SE
"L5",14.73,Found,1979,SE
"L5",105.87,Found,1979,SE
"L5",116.35,Found,1979,SE
"Eucrite-pmict",11.39,Found,1979,SE
"LL3.7",23.8,Found,1979,SE
"Iron",4.29,Found,1979,SE
"H4",12.52,Found,1979,SE
"Diogenite",16,Found,1979,SE
"Ureilite",5.8,Found,1979,SE
"L4",309.55,Found,1979,SE
"L5",7.19,Found,1979,SE
"H4",10.9,Found,1979,SE
"L3",7.55,Found,1979,SE
"L5",161.34,Found,1979,SE
"H6",1559,Found,1979,SE
"L4",34.93,Found,1979,SE
"L6",6.86,Found,1979,SE
"H5",2.95,Found,1979,SE
"H5",41.57,Found,1979,SE
"H5",14.17,Found,1979,SE
"L5",13.86,Found,1979,SE
"L5",4.61,Found,1979,SE
"Mesosiderite",1.38,Found,1979,SE
"E3",0.87,Found,1979,SE
"L6",8.36,Found,1979,SE
"H3.3",26.11,Found,1979,SE
"H4",116.34,Found,1979,SE
"H6",2.14,Found,1979,SE
"H5",57.2,Found,1979,SE
"H5",25.16,Found,1979,SE
"H6",256.74,Found,1979,SE
"H6",80.91,Found,1979,SE
"H6",27.15,Found,1979,SE
"H6",10.91,Found,1979,SE
"L6",729,Found,1979,SE
"L6",51.4,Found,1979,SE
"L6",48.16,Found,1979,SE
"H4",68.34,Found,1979,SE
"H5",6784,Found,1979,SE
"H4",404.14,Found,1979,SE
"H4",40.58,Found,1979,SE
"H4",29.14,Found,1979,SE
"H4",34.58,Found,1979,SE
"H4",25.72,Found,1979,SE
"H4",15.29,Found,1979,SE
"H4",16.85,Found,1979,SE
"H4",8.12,Found,1979,SE
"H4",8.35,Found,1979,SE
"H4",97.96,Found,1979,SE
"H4",13.32,Found,1979,SE
"H5",6.81,Found,1979,SE
"H5",6.65,Found,1979,SE
"H5",5.18,Found,1979,SE
"H5",5.09,Found,1979,SE
"H5",4.82,Found,1979,SE
"H5",4.09,Found,1979,SE
"H5",4.98,Found,1979,SE
"H5",3.55,Found,1979,SE
"H5",3.68,Found,1979,SE
"H5",3.32,Found,1979,SE
"H5",4.14,Found,1979,SE
"H5",3.55,Found,1979,SE
"H5",3.55,Found,1979,SE
"H5",2.69,Found,1979,SE
"H5",2.43,Found,1979,SE
"H5",2.33,Found,1979,SE
"H5",3.26,Found,1979,SE
"H5",2.04,Found,1979,SE
"H5",1.95,Found,1979,SE
"H5",2.2,Found,1979,SE
"H5",1.98,Found,1979,SE
"H5",0.98,Found,1979,SE
"H5",1.5,Found,1979,SE
"H5",6.27,Found,1979,SE
"H5",1847,Found,1979,SE
"H4",32.26,Found,1979,SE
"H4",23.52,Found,1979,SE
"H4",7.75,Found,1979,SE
"H4",91.96,Found,1979,SE
"L6",18.61,Found,1979,SE
"H6",6.4,Found,1979,SE
"H4",20.27,Found,1979,SE
"H5",57.85,Found,1979,SE
"H4",22.45,Found,1979,SE
"H4",3.47,Found,1979,SE
"H5",47.98,Found,1979,SE
"H4",136.7,Found,1979,SE
"H4",134.8,Found,1979,SE
"H4",108.81,Found,1979,SE
"H4",87.17,Found,1979,SE
"L6",7.63,Found,1979,SE
"H6",23.65,Found,1979,SE
"H4",26.92,Found,1979,SE
"H4",16.38,Found,1979,SE
"L4",1311,Found,1979,SE
"H5",2602,Found,1979,SE
"L6",444.17,Found,1979,SE
"H4",17.9,Found,1979,SE
"H6",21.78,Found,1979,SE
"H4",11.58,Found,1979,SE
"H4",260.06,Found,1979,SE
"H4",8.42,Found,1979,SE
"H6",135.18,Found,1979,SE
"H4",40.02,Found,1979,SE
"H6",18.9,Found,1979,SE
"H4",22.61,Found,1979,SE
"H4",18.19,Found,1979,SE
"H4",6.36,Found,1979,SE
"L6",3.47,Found,1979,SE
"H4",10.03,Found,1979,SE
"H4",18.79,Found,1979,SE
"H4",3.59,Found,1979,SE
"H4",1.6,Found,1979,SE
"H4",1.78,Found,1979,SE
"H4",1.54,Found,1979,SE
"H4",1.47,Found,1979,SE
"H4",1.1,Found,1979,SE
"H4",79.9,Found,1979,SE
"H",96.45,Found,1979,SE
"H",9.49,Found,1979,SE
"H",9.55,Found,1979,SE
"H6",7.79,Found,1979,SE
"L6",2.17,Found,1979,SE
"L6",1.68,Found,1979,SE
"L6",1015,Found,1979,SE
"L6",34.24,Found,1979,SE
"L6",826,Found,1979,SE
"H4",31.46,Found,1979,SE
"Eucrite-pmict",242.08,Found,1979,SE
"L3.6",1387,Found,1979,SE
"Eucrite-pmict",299.65,Found,1979,SE
"H5",194.68,Found,1979,SE
"L6",12.35,Found,1979,SE
"H4",43.65,Found,1979,SE
"H4",4.81,Found,1979,SE
"H4",5.85,Found,1979,SE
"H4",358.51,Found,1979,SE
"H4",135.85,Found,1979,SE
"H4",248.38,Found,1979,SE
"H4",274.79,Found,1979,SE
"H4",234.81,Found,1979,SE
"H4",199.87,Found,1979,SE
"H4",137.81,Found,1979,SE
"H4",180.58,Found,1979,SE
"H4",173.77,Found,1979,SE
"H4",165.17,Found,1979,SE
"H4",160.28,Found,1979,SE
"H4",100.33,Found,1979,SE
"H4",125.81,Found,1979,SE
"H4",103.73,Found,1979,SE
"H4",100.42,Found,1979,SE
"H4",105.42,Found,1979,SE
"H4",71.47,Found,1979,SE
"H4",90.55,Found,1979,SE
"H4",64.38,Found,1979,SE
"H4",86.85,Found,1979,SE
"H4",112.26,Found,1979,SE
"H4",79.94,Found,1979,SE
"H4",77.6,Found,1979,SE
"H4",68.74,Found,1979,SE
"H4",41.26,Found,1979,SE
"H4",39.91,Found,1979,SE
"H4",39.35,Found,1979,SE
"H4",42.46,Found,1979,SE
"H4",45.38,Found,1979,SE
"H4",36.79,Found,1979,SE
"H4",46.96,Found,1979,SE
"H4",35.52,Found,1979,SE
"H4",37.63,Found,1979,SE
"H4",44.11,Found,1979,SE
"H4",26.99,Found,1979,SE
"H4",23.27,Found,1979,SE
"H4",25.8,Found,1979,SE
"H4",15.45,Found,1979,SE
"H4",17.84,Found,1979,SE
"H4",46.65,Found,1979,SE
"H4",46.38,Found,1979,SE
"H4",35.31,Found,1979,SE
"H4",18.14,Found,1979,SE
"H4",25.85,Found,1979,SE
"H4",24.2,Found,1979,SE
"H4",14.64,Found,1979,SE
"H4",20.42,Found,1979,SE
"H4",16.82,Found,1979,SE
"H4",10.32,Found,1979,SE
"H4",10.97,Found,1979,SE
"H4",28.58,Found,1979,SE
"H4",7.21,Found,1979,SE
"H4",7.53,Found,1979,SE
"H4",16.57,Found,1979,SE
"H4",10.83,Found,1979,SE
"H4",10.06,Found,1979,SE
"H4",20.94,Found,1979,SE
"H4",11.58,Found,1979,SE
"H4",11.06,Found,1979,SE
"H6",143.02,Found,1979,SE
"H4",22.55,Found,1979,SE
"H6",34.06,Found,1979,SE
"H4",8.82,Found,1979,SE
"H4",2.37,Found,1979,SE
"L6",2.82,Found,1979,SE
"H5",2.99,Found,1979,SE
"L6",1.63,Found,1979,SE
"H4",531.59,Found,1979,SE
"L4",27.88,Found,1979,SE
"L6",20.71,Found,1979,SE
"L6",1.01,Found,1979,SE
"Eucrite-mmict",608.73,Found,1979,SE
"Eucrite-mmict",49.22,Found,1979,SE
"L6",128.45,Found,1979,SE
